,code,coname,carm,yy,mm,dd,title
30020,47040,대우건설,0.0008518098,2016.0,12.0,6.0,건설-2017년 주택시장 전망
39206,5490,POSCO,0.0013243385,2013.0,10.0,25.0,POSCO-투입원가 하락으로 이익변동성 축소
39207,5490,POSCO,0.0013243385,2013.0,10.0,25.0,POSCO-투입원가 하락으로 이익변동성 축소
41738,4170,신세계,-0.038537905,2017.0,1.0,26.0,신세계-백화점 본업은 기대치와 추정치 부합
41739,4170,신세계,-0.038537905,2017.0,1.0,26.0,신세계-백화점 본업은 기대치와 추정치 부합
41740,5940,NH투자증권,0.0251773474,2017.0,1.0,24.0,"증권-낮은 가격 매력적, 상승여력 존재(2016년 4분기 실적 Preview)"
41752,39490,키움증권,-0.011022653,2017.0,1.0,24.0,"증권-낮은 가격 매력적, 상승여력 존재(2016년 4분기 실적 Preview)"
41758,71050,한국금융지주,-0.009022653,2017.0,1.0,24.0,"증권-낮은 가격 매력적, 상승여력 존재(2016년 4분기 실적 Preview)"
44224,192820,코스맥스,0.0945171787,2017.0,2.0,15.0,"코스맥스-4Q 기대 이상, 17년 국내외 No.1 프리미엄 전망"
44225,192820,코스맥스,0.0945171787,2017.0,2.0,15.0,"코스맥스-4Q 기대 이상, 17년 국내외 No.1 프리미엄 전망"
31204,21240,웅진코웨이,-0.003757009,2017.0,2.0,16.0,코웨이-예상보다 더딘 회복 vs. 주주환원정책
31205,21240,웅진코웨이,-0.003757009,2017.0,2.0,16.0,코웨이-예상보다 더딘 회복 vs. 주주환원정책
28276,103140,풍산,-0.035935812,2016.0,1.0,12.0,풍산-4Q15 preview: 컨센서스 하회 예상
28277,103140,풍산,-0.035935812,2016.0,1.0,12.0,풍산-4Q15 preview: 컨센서스 하회 예상
5458,60,메리츠화재,0.047484188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
5460,1450,현대해상,0.009684188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
5462,2550,KB손해보험,0.031184188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
5465,3690,코리안리,0.035784188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
5467,5830,DB손해보험,0.005784188,2011.0,8.0,1.0,보험-손해보험 1분기(4~6월) 실적 리뷰
35995,270,기아차,0.0314871694,2018.0,1.0,19.0,자동차-현대자동차그룹 4Q17 Preview
36001,5380,현대차,0.0159871694,2018.0,1.0,19.0,자동차-현대자동차그룹 4Q17 Preview
36010,11210,현대위아,0.0041871694,2018.0,1.0,19.0,자동차-현대자동차그룹 4Q17 Preview
36012,12330,현대모비스,0.0548871694,2018.0,1.0,19.0,자동차-현대자동차그룹 4Q17 Preview
27459,68270,셀트리온,0.0429988083,2016.0,2.0,26.0,바이오-미국 BPCIA 규정 근거-셀트리온 4월 허가 시 10월 시판 전망
27472,86900,메디톡스,0.0087988083,2016.0,2.0,26.0,바이오-미국 BPCIA 규정 근거-셀트리온 4월 허가 시 10월 시판 전망
27479,96530,씨젠,-0.007101192,2016.0,2.0,26.0,바이오-미국 BPCIA 규정 근거-셀트리온 4월 허가 시 10월 시판 전망
40336,139480,이마트,0.0182384445,2015.0,2.0,17.0,이마트-이익 모멘텀 회복시까지 보수적 견해
40337,139480,이마트,0.0182384445,2015.0,2.0,17.0,이마트-이익 모멘텀 회복시까지 보수적 견해
29680,10130,고려아연,-0.014068965,2016.0,1.0,29.0,고려아연-놀라지 않아도 되는 실적
29681,10130,고려아연,-0.014068965,2016.0,1.0,29.0,고려아연-놀라지 않아도 되는 실적
25580,150,두산,-0.06869848,2015.0,10.0,16.0,두산-관심을 가져야 하는 시기 도래
25581,150,두산,-0.06869848,2015.0,10.0,16.0,두산-관심을 가져야 하는 시기 도래
28778,17670,SK텔레콤,-0.11323758,2016.0,3.0,4.0,통신서비스-주파수 경매 확정. 영향은?
28784,30200,KT,-0.03193758,2016.0,3.0,4.0,통신서비스-주파수 경매 확정. 영향은?
28785,32640,LG유플러스,-0.05503758,2016.0,3.0,4.0,통신서비스-주파수 경매 확정. 영향은?
31577,95720,웅진씽크빅,0.0283714506,2017.0,8.0,6.0,웅진씽크빅-시너지 프로젝트의 조기 안착이 중요
31578,95720,웅진씽크빅,0.0283714506,2017.0,8.0,6.0,웅진씽크빅-시너지 프로젝트의 조기 안착이 중요
7163,3550,LG,0.0024827306,2016.0,11.0,30.0,LG-내년에도 비상장자회사들의 실적은 양호할 듯
7164,3550,LG,0.0024827306,2016.0,11.0,30.0,LG-내년에도 비상장자회사들의 실적은 양호할 듯
29784,108320,실리콘웍스,0.0827675698,2016.0,3.0,10.0,디스플레이-일본 OLED소재업체인 이데미츠코산 NDR 후기
29796,141000,비아트론,0.0136675698,2016.0,3.0,10.0,디스플레이-일본 OLED소재업체인 이데미츠코산 NDR 후기
40437,30200,KT,-0.03771749,2015.0,11.0,2.0,KT-3Q15 Review - 추가적인 수익성 개선 노력이 필요
40438,30200,KT,-0.03771749,2015.0,11.0,2.0,KT-3Q15 Review - 추가적인 수익성 개선 노력이 필요
16465,270,기아차,-0.037641703,2012.0,3.0,16.0,"자동차-현대기아차, 유럽에서 견고한 판매성장 지속"
16475,5380,현대차,-0.004641703,2012.0,3.0,16.0,"자동차-현대기아차, 유럽에서 견고한 판매성장 지속"
26286,9540,한국조선해양,-0.01096668,2015.0,12.0,1.0,건설/조선-‘회계투명성 제고방안’과 3분기 B/S 분석
26290,10140,삼성중공업,-0.02586668,2015.0,12.0,1.0,건설/조선-‘회계투명성 제고방안’과 3분기 B/S 분석
26292,10620,현대미포조선,0.0244333197,2015.0,12.0,1.0,건설/조선-‘회계투명성 제고방안’과 3분기 B/S 분석
26345,42660,대우조선해양,-0.08356668,2015.0,12.0,1.0,건설/조선-‘회계투명성 제고방안’과 3분기 B/S 분석
35955,6280,녹십자,0.0107871694,2018.0,1.0,19.0,녹십자-북미 혈액제제 시장 진출 준비하는 시기
35956,6280,녹십자,0.0107871694,2018.0,1.0,19.0,녹십자-북미 혈액제제 시장 진출 준비하는 시기
43809,60,메리츠화재,0.0182771604,2014.0,3.0,3.0,"보험-1월 실적: 신계약 둔화에도 불구, 이익 안정성 부각"
43810,1450,현대해상,-0.01552284,2014.0,3.0,3.0,"보험-1월 실적: 신계약 둔화에도 불구, 이익 안정성 부각"
43811,2550,KB손해보험,0.0267771604,2014.0,3.0,3.0,"보험-1월 실적: 신계약 둔화에도 불구, 이익 안정성 부각"
27153,20000,한섬,-0.065991736,2016.0,3.0,3.0,패션-혁신이 절실한 시기
27201,105630,한세실업,-0.076391736,2016.0,3.0,3.0,패션-혁신이 절실한 시기
28858,4020,현대제철,0.0687448657,2016.0,2.0,15.0,철강/비철-생산능력 감축이 시작된다-투자전략 Shift에는 수급 개선 속도가 관건
28865,5490,POSCO,0.0852448657,2016.0,2.0,15.0,철강/비철-생산능력 감축이 시작된다-투자전략 Shift에는 수급 개선 속도가 관건
29231,37620,미래에셋증권,0.025684606,2016.0,10.0,11.0,증권-ELS손익 분석과 업계 구조개편 과정에서 찾는 투자아이디어
29258,71050,한국금융지주,0.022884606,2016.0,10.0,11.0,증권-ELS손익 분석과 업계 구조개편 과정에서 찾는 투자아이디어
21823,4020,현대제철,0.0767730645,2014.0,4.0,7.0,현대제철-전방산업 개선세 고려시 저점매수 가능
21824,4020,현대제철,0.0767730645,2014.0,4.0,7.0,현대제철-전방산업 개선세 고려시 저점매수 가능
28334,210,대림산업,-0.030452564,2016.0,2.0,18.0,건설-상반기 건설주-유가 혹은 금리?
28339,720,현대건설,0.0111474356,2016.0,2.0,18.0,건설-상반기 건설주-유가 혹은 금리?
28346,2380,KCC,-0.022952564,2016.0,2.0,18.0,건설-상반기 건설주-유가 혹은 금리?
28366,6360,GS건설,-0.026952564,2016.0,2.0,18.0,건설-상반기 건설주-유가 혹은 금리?
28414,47040,대우건설,-0.027252564,2016.0,2.0,18.0,건설-상반기 건설주-유가 혹은 금리?
29530,5990,매일홀딩스,0.0143675698,2016.0,3.0,10.0,"매일유업-2016년 상반기, 기저효과를 누리자"
29531,5990,매일홀딩스,0.0143675698,2016.0,3.0,10.0,"매일유업-2016년 상반기, 기저효과를 누리자"
36576,6400,삼성SDI,0.0089206724,2010.0,6.0,15.0,삼성SDI-성장성에 대한 기대
36577,6400,삼성SDI,0.0089206724,2010.0,6.0,15.0,삼성SDI-성장성에 대한 기대
23151,10130,고려아연,-0.00697604,2015.0,12.0,7.0,고려아연-방향은 정해졌다
23152,10130,고려아연,-0.00697604,2015.0,12.0,7.0,고려아연-방향은 정해졌다
37363,28150,GS홈쇼핑,-0.021657093,2011.0,3.0,14.0,GS홈쇼핑-불확실한 투자 환경속에서 안정성이 돋보이는 기업
37364,28150,GS홈쇼핑,-0.004598815,2011.0,4.0,19.0,GS홈쇼핑-불확실한 투자 환경속에서 안정성이 돋보이는 기업
41796,1800,오리온홀딩스,-0.000227121,2017.0,5.0,15.0,음식료-이익 레버리지 열차에 올라타자
41803,5990,매일홀딩스,-0.008327121,2017.0,5.0,15.0,음식료-이익 레버리지 열차에 올라타자
42892,161890,한국콜마,0.0623940102,2018.0,12.0,18.0,한국콜마-4Q18 Preview: 정상화의 시작
42893,161890,한국콜마,0.0623940102,2018.0,12.0,18.0,한국콜마-4Q18 Preview: 정상화의 시작
22632,4170,신세계,0.0168333197,2015.0,12.0,1.0,유통/화장품-승자와 패자가 불분명한 스마트 쇼핑 시대
22657,21240,웅진코웨이,-0.01476668,2015.0,12.0,1.0,유통/화장품-승자와 패자가 불분명한 스마트 쇼핑 시대
22659,23530,롯데쇼핑,0.0098333197,2015.0,12.0,1.0,유통/화장품-승자와 패자가 불분명한 스마트 쇼핑 시대
22663,28150,GS홈쇼핑,0.0592333197,2015.0,12.0,1.0,유통/화장품-승자와 패자가 불분명한 스마트 쇼핑 시대
22682,57050,현대홈쇼핑,0.0465333197,2015.0,12.0,1.0,유통/화장품-승자와 패자가 불분명한 스마트 쇼핑 시대
22687,69960,현대백화점,0.0206333197,2015.0,12.0,1.0,유통/화장품-승자와 패자가 불분명한 스마트 쇼핑 시대
22704,115390,락앤락,0.0115333197,2015.0,12.0,1.0,유통/화장품-승자와 패자가 불분명한 스마트 쇼핑 시대
43442,10520,현대하이스코,0.0246758324,2011.0,11.0,4.0,"현대하이스코-4Q11 전망: 높은 이익 증가세 전망, 12년 중반 뉴질랜드 해저유전 시추 성공 기대"
43443,10520,현대하이스코,0.0246758324,2011.0,11.0,4.0,"현대하이스코-4Q11 전망: 높은 이익 증가세 전망, 12년 중반 뉴질랜드 해저유전 시추 성공 기대"
18228,10130,고려아연,-0.041417163,2013.0,7.0,26.0,고려아연-일회적 영향으로 부진. 3분기 분기 이익 증가 가능
18229,10130,고려아연,-0.041417163,2013.0,7.0,26.0,고려아연-일회적 영향으로 부진. 3분기 분기 이익 증가 가능
11562,11170,롯데케미칼,-0.05152148,2011.0,6.0,8.0,호남석유화학-느리지만 진화는 계속된다
11563,11170,롯데케미칼,0.079896485,2011.0,11.0,14.0,호남석유화학-느리지만 진화는 계속된다
40426,6120,SK디스커버리,-0.011169545,2015.0,12.0,15.0,제약-저가 매수 준비해야 할 때
40459,170900,동아에스티,0.0155304546,2015.0,12.0,15.0,제약-저가 매수 준비해야 할 때
40460,185750,종근당,-0.006969545,2015.0,12.0,15.0,제약-저가 매수 준비해야 할 때
26524,10950,S-Oil,-0.051484192,2015.0,3.0,16.0,정유-1Q15 프리뷰: 컨센서스 상회할 전망
26622,78930,GS,-0.049984192,2015.0,3.0,16.0,정유-1Q15 프리뷰: 컨센서스 상회할 전망
26641,96770,SK이노베이션,-0.081584192,2015.0,3.0,16.0,정유-1Q15 프리뷰: 컨센서스 상회할 전망
38994,5490,POSCO,-0.02334621,2013.0,1.0,30.0,POSCO-기대 반 걱정 반이지만 잃을 것은 작다
38995,5490,POSCO,-0.02334621,2013.0,1.0,30.0,POSCO-기대 반 걱정 반이지만 잃을 것은 작다
29045,24110,기업은행,0.026172672,2016.0,1.0,25.0,은행-4Q Preview - 엄동설한(嚴冬雪寒)
29121,86790,하나금융지주,0.016172672,2016.0,1.0,25.0,은행-4Q Preview - 엄동설한(嚴冬雪寒)
29133,105560,KB금융,0.025572672,2016.0,1.0,25.0,은행-4Q Preview - 엄동설한(嚴冬雪寒)
29151,139130,DGB금융지주,-0.048427328,2016.0,1.0,25.0,은행-4Q Preview - 엄동설한(嚴冬雪寒)
29160,175330,JB금융지주,-0.005727328,2016.0,1.0,25.0,은행-4Q Preview - 엄동설한(嚴冬雪寒)
40934,10130,고려아연,-0.014068965,2016.0,1.0,29.0,고려아연-2016년 가이던스 기대 이하로 제시
40935,10130,고려아연,-0.014068965,2016.0,1.0,29.0,고려아연-2016년 가이던스 기대 이하로 제시
32527,2270,롯데푸드,-0.00740876,2017.0,11.0,7.0,음식료/담배-2018년 전망: Paradigm Shift
32542,5180,빙그레,0.0357912404,2017.0,11.0,7.0,음식료/담배-2018년 전망: Paradigm Shift
32547,5440,현대그린푸드,0.0180912404,2017.0,11.0,7.0,음식료/담배-2018년 전망: Paradigm Shift
9552,95720,웅진씽크빅,-0.139366446,2010.0,12.0,2.0,웅진씽크빅
10356,95720,웅진씽크빅,0.0412754267,2010.0,7.0,5.0,웅진씽크빅
9669,68270,셀트리온,-0.018637672,2010.0,7.0,29.0,"셀트리온-[2Q10 Review] 2Q10 어닝서프라이즈, 2H10 실적모멘텀 강화 전망"
10539,68270,셀트리온,0.0267394584,2010.0,7.0,28.0,"셀트리온-[2Q10 Review] 2Q10 어닝서프라이즈, 2H10 실적모멘텀 강화 전망"
24181,86280,현대글로비스,-0.010187316,2015.0,12.0,4.0,현대글로비스
26632,86280,현대글로비스,-0.009789336,2015.0,11.0,24.0,현대글로비스
13497,6400,삼성SDI,-0.05241345,2011.0,1.0,28.0,삼성SDI-Back to the basic
13498,6400,삼성SDI,-0.05241345,2011.0,1.0,28.0,삼성SDI-Back to the basic
34538,105630,한세실업,-0.116243046,2018.0,11.0,15.0,섬유 및 의복-바닥을 찍은 업황
34539,111770,영원무역,0.0686569545,2018.0,11.0,15.0,섬유 및 의복-바닥을 찍은 업황
34656,30,우리은행,0.0090478709,2018.0,1.0,23.0,은행-게임의 룰이 바뀐다
34701,24110,기업은행,-0.006052129,2018.0,1.0,23.0,은행-게임의 룰이 바뀐다
34703,29780,삼성카드,0.0276478709,2018.0,1.0,23.0,은행-게임의 룰이 바뀐다
34741,86790,하나금융지주,-0.053152129,2018.0,1.0,23.0,은행-게임의 룰이 바뀐다
34751,105560,KB금융,-0.000452129,2018.0,1.0,23.0,은행-게임의 룰이 바뀐다
34755,138930,BNK금융지주,0.0140478709,2018.0,1.0,23.0,은행-게임의 룰이 바뀐다
34756,139130,DGB금융지주,0.0279478709,2018.0,1.0,23.0,은행-게임의 룰이 바뀐다
34760,175330,JB금융지주,0.0249478709,2018.0,1.0,23.0,은행-게임의 룰이 바뀐다
34761,192530,광주은행,0.0209478709,2018.0,1.0,23.0,은행-게임의 룰이 바뀐다
38719,64960,S&T모티브,-0.014854975,2013.0,2.0,12.0,S&T모티브-수익성 개선은 2013년 4분기에 기대
38720,64960,S&T모티브,-0.014854975,2013.0,2.0,12.0,S&T모티브-수익성 개선은 2013년 4분기에 기대
28746,660,SK하이닉스,0.0138660598,2016.0,2.0,23.0,"반도체/전기전자-GS7, G5 출시 이후 IT업종 투자 전략"
28757,5930,삼성전자,-0.01283394,2016.0,2.0,23.0,"반도체/전기전자-GS7, G5 출시 이후 IT업종 투자 전략"
28766,9150,삼성전기,-0.06373394,2016.0,2.0,23.0,"반도체/전기전자-GS7, G5 출시 이후 IT업종 투자 전략"
28771,11070,LG이노텍,0.0328660598,2016.0,2.0,23.0,"반도체/전기전자-GS7, G5 출시 이후 IT업종 투자 전략"
28813,66570,LG전자,0.0444660598,2016.0,2.0,23.0,"반도체/전기전자-GS7, G5 출시 이후 IT업종 투자 전략"
18066,10520,현대하이스코,-0.096335577,2013.0,1.0,29.0,현대하이스코-쉽지 않은 1분기
18067,10520,현대하이스코,-0.096335577,2013.0,1.0,29.0,현대하이스코-쉽지 않은 1분기
21270,8060,대덕전자,0.0168115934,2014.0,10.0,16.0,반도체/장비-이제는 수익성 경쟁 시대‘
21271,8060,대덕전자,0.0168115934,2014.0,10.0,16.0,반도체/장비-이제는 수익성 경쟁 시대‘
6826,60,메리츠화재,-0.002839977,2016.0,3.0,2.0,"손해보험-계절적 요인에도 불구, 양호한 1월 실적 시현"
6827,810,삼성화재,0.0097600234,2016.0,3.0,2.0,"손해보험-계절적 요인에도 불구, 양호한 1월 실적 시현"
6829,5830,DB손해보험,0.0509600234,2016.0,3.0,2.0,"손해보험-계절적 요인에도 불구, 양호한 1월 실적 시현"
25355,35810,이지바이오,-0.058307438,2015.0,11.0,9.0,음식료-유진 냉장고 Weekly(2015.11.09)
25384,65150,MP그룹,0.0146925617,2015.0,11.0,9.0,음식료-유진 냉장고 Weekly(2015.11.09)
32603,33780,KT&G,0.0338758557,2017.0,1.0,20.0,"KT&G-4Q16 실적은 시장 기대치 부합, 1분기는 전년 높은 베이스 부담"
32604,33780,KT&G,0.0338758557,2017.0,1.0,20.0,"KT&G-4Q16 실적은 시장 기대치 부합, 1분기는 전년 높은 베이스 부담"
23793,4130,대덕GDS,0.0654936385,2015.0,3.0,3.0,"전기전자(휴대폰)-갤럭시S6, 출발은 좋다!"
23800,5930,삼성전자,0.0298936385,2015.0,3.0,3.0,"전기전자(휴대폰)-갤럭시S6, 출발은 좋다!"
23810,7810,코리아써키트,0.1574936385,2015.0,3.0,3.0,"전기전자(휴대폰)-갤럭시S6, 출발은 좋다!"
23811,7810,코리아써키트,0.1574936385,2015.0,3.0,3.0,"전기전자(휴대폰)-갤럭시S6, 출발은 좋다!"
37519,9150,삼성전기,0.0557099055,2011.0,1.0,26.0,삼성전기-LED 회복에 대한 기대
37520,9150,삼성전기,0.0557099055,2011.0,1.0,26.0,삼성전기-LED 회복에 대한 기대
14826,6400,삼성SDI,-0.056855064,2011.0,3.0,23.0,삼성SDI-이제는 2차전지 경쟁력 강화에 주목할 때
14827,6400,삼성SDI,-0.056855064,2011.0,3.0,23.0,삼성SDI-이제는 2차전지 경쟁력 강화에 주목할 때
23431,9540,한국조선해양,0.0227936573,2015.0,12.0,8.0,조선-글로벌 조선사 저수익 국면 지속
23438,10140,삼성중공업,-0.045606343,2015.0,12.0,8.0,조선-글로벌 조선사 저수익 국면 지속
23441,10620,현대미포조선,-0.112606343,2015.0,12.0,8.0,조선-글로벌 조선사 저수익 국면 지속
23484,42660,대우조선해양,-0.005306343,2015.0,12.0,8.0,조선-글로벌 조선사 저수익 국면 지속
14153,11780,금호석유,-0.009546372,2011.0,7.0,5.0,금호석유화학
19838,11780,금호석유,0.0603981491,2013.0,3.0,19.0,금호석유화학
44334,9240,한샘,0.0306575908,2017.0,10.0,24.0,한샘-성장 기대감을 확인한 실적
44335,9240,한샘,0.0306575908,2017.0,10.0,24.0,한샘-성장 기대감을 확인한 실적
7593,5490,POSCO,0.047854878,2018.0,10.0,24.0,POSCO-3Q18 Review - 우려와 다른 호실적
7594,5490,POSCO,0.047854878,2018.0,10.0,24.0,POSCO-3Q18 Review - 우려와 다른 호실적
39655,3490,대한항공,0.0972621298,2014.0,12.0,8.0,항공운송-인천국제공항 11월 수송량 호조 지속
39663,20560,아시아나항공,0.1789621298,2014.0,12.0,8.0,항공운송-인천국제공항 11월 수송량 호조 지속
43626,42660,대우조선해양,0.0238644232,2013.0,1.0,29.0,"대우조선해양-4Q12 실적 review: 수주 기대감은 있으나, 실적은 여전히 불안"
43627,42660,대우조선해양,0.0238644232,2013.0,1.0,29.0,"대우조선해양-4Q12 실적 review: 수주 기대감은 있으나, 실적은 여전히 불안"
23174,20560,아시아나항공,0.0047176232,2015.0,12.0,2.0,항공-전공항 11월 Traffic
23259,180640,한진칼,0.0225176232,2015.0,12.0,2.0,항공-전공항 11월 Traffic
26129,11070,LG이노텍,-0.000852533,2015.0,12.0,10.0,전기전자-휴대폰과 부품 산업 동향
26144,20760,일진디스플,-0.138952533,2015.0,12.0,10.0,전기전자-휴대폰과 부품 산업 동향
26179,52710,아모텍,-0.023452533,2015.0,12.0,10.0,전기전자-휴대폰과 부품 산업 동향
26183,60720,KH바텍,-0.141052533,2015.0,12.0,10.0,전기전자-휴대폰과 부품 산업 동향
26189,76610,해성옵틱스,0.0002474674,2015.0,12.0,10.0,전기전자-휴대폰과 부품 산업 동향
26204,91700,파트론,-0.080652533,2015.0,12.0,10.0,전기전자-휴대폰과 부품 산업 동향
31509,29460,케이씨,0.0272139648,2017.0,2.0,28.0,케이씨텍-기다림
31510,29460,케이씨,0.0272139648,2017.0,2.0,28.0,케이씨텍-기다림
44492,30200,KT,0.0011925421,2018.0,12.0,13.0,무선통신-여전히 상존하는 5G 기대감
44493,32640,LG유플러스,-0.022407458,2018.0,12.0,13.0,무선통신-여전히 상존하는 5G 기대감
24869,3450,현대증권,-0.001558005,2015.0,11.0,18.0,증권-기술적 반등을 노려 보자
24870,3540,대신증권,0.001541995,2015.0,11.0,18.0,증권-기술적 반등을 노려 보자
24890,5940,NH투자증권,0.033741995,2015.0,11.0,18.0,증권-기술적 반등을 노려 보자
24936,16360,삼성증권,0.012341995,2015.0,11.0,18.0,증권-기술적 반등을 노려 보자
24958,30210,KTB투자증권,0.043041995,2015.0,11.0,18.0,증권-기술적 반등을 노려 보자
24994,39490,키움증권,0.092041995,2015.0,11.0,18.0,증권-기술적 반등을 노려 보자
25033,71050,한국금융지주,-0.013658005,2015.0,11.0,18.0,증권-기술적 반등을 노려 보자
20726,1680,대상,-0.006194379,2014.0,2.0,18.0,"대상-다시 시작될 펀더멘탈 개선에 주목, 목표주가 상향"
20727,1680,대상,-0.006194379,2014.0,2.0,18.0,"대상-다시 시작될 펀더멘탈 개선에 주목, 목표주가 상향"
11042,6400,삼성SDI,-0.000222857,2010.0,3.0,9.0,삼성SDI-2차전지 업황 및 실적 개선이 주가 상승을 견인할 전망
11043,6400,삼성SDI,0.0076767956,2010.0,3.0,15.0,삼성SDI-2차전지 업황 및 실적 개선이 주가 상승을 견인할 전망
6761,32830,삼성생명,-0.023165181,2015.0,11.0,30.0,"생명보험-삼성생명, IFRS4 Phase 2에 대한 우려가 과하다"
6769,82640,동양생명,-0.058265181,2015.0,11.0,30.0,"생명보험-삼성생명, IFRS4 Phase 2에 대한 우려가 과하다"
6773,88350,한화생명,-0.018765181,2015.0,11.0,30.0,"생명보험-삼성생명, IFRS4 Phase 2에 대한 우려가 과하다"
11345,1230,동국제강,0.0468502983,2011.0,2.0,28.0,동국제강
17500,1230,동국제강,0.0687509228,2012.0,5.0,16.0,동국제강
22265,1230,동국제강,0.0143608664,2014.0,1.0,23.0,동국제강
32729,1230,동국제강,0.0305499951,2017.0,11.0,21.0,동국제강
32730,1230,동국제강,0.0305499951,2017.0,11.0,21.0,동국제강
41047,103140,풍산,0.0431215919,2016.0,7.0,28.0,풍산-2Q16 Review: 실적 호조. 그러나 관건은 구리가격
41048,103140,풍산,0.0431215919,2016.0,7.0,28.0,풍산-2Q16 Review: 실적 호조. 그러나 관건은 구리가격
34510,55550,신한지주,0.009794882,2018.0,1.0,30.0,은행-12월 NIS 3bp 상승: 1Q NIM 개선 가능성 점증
34527,86790,하나금융지주,-0.017205118,2018.0,1.0,30.0,은행-12월 NIS 3bp 상승: 1Q NIM 개선 가능성 점증
34537,105560,KB금융,-0.011305118,2018.0,1.0,30.0,은행-12월 NIS 3bp 상승: 1Q NIM 개선 가능성 점증
10589,34220,LG디스플레이,0.0161376348,2010.0,4.0,15.0,LG디스플레이-파티는 시작되었다
10590,34220,LG디스플레이,0.0161376348,2010.0,4.0,15.0,LG디스플레이-파티는 시작되었다
40796,9150,삼성전기,0.0499613866,2015.0,3.0,2.0,전기전자-4분기 일본 Tech: 엔화 약세의 긍정적 효과가 더욱 강하게 진행
40814,46890,서울반도체,0.1614613866,2015.0,3.0,2.0,전기전자-4분기 일본 Tech: 엔화 약세의 긍정적 효과가 더욱 강하게 진행
40823,66570,LG전자,-0.015438613,2015.0,3.0,2.0,전기전자-4분기 일본 Tech: 엔화 약세의 긍정적 효과가 더욱 강하게 진행
30557,1800,오리온홀딩스,0.0100585524,2017.0,2.0,17.0,오리온-4Q16 Review: 춘절효과로 중국법인 매출 양호
30558,1800,오리온홀딩스,0.0100585524,2017.0,2.0,17.0,오리온-4Q16 Review: 춘절효과로 중국법인 매출 양호
14146,10130,고려아연,0.1820283169,2011.0,10.0,26.0,고려아연-비철가격 불안에도 예상보다 높은 수익구조 지속 중
14147,10130,고려아연,0.1820283169,2011.0,10.0,26.0,고려아연-비철가격 불안에도 예상보다 높은 수익구조 지속 중
33600,6400,삼성SDI,-0.053126637,2018.0,11.0,5.0,"디스플레이 및 관련부품-OLED, 수급 개선의 열쇠"
33605,9150,삼성전기,0.0334733628,2018.0,11.0,5.0,"디스플레이 및 관련부품-OLED, 수급 개선의 열쇠"
28830,128940,한미약품,0.0031443482,2016.0,2.0,4.0,한미약품-Surprise로 일회성 비용 집행
28831,128940,한미약품,0.0031443482,2016.0,2.0,4.0,한미약품-Surprise로 일회성 비용 집행
21777,30530,원익홀딩스,0.1070206842,2014.0,1.0,2.0,원익IPS-창사 이래 최대 호황기 진입
21778,30530,원익홀딩스,0.1070206842,2014.0,1.0,2.0,원익IPS-창사 이래 최대 호황기 진입
31040,78520,에이블씨엔씨,-0.010011161,2017.0,11.0,8.0,"에이블씨엔씨-수요는 아직,우선 효율성에 집중"
31041,78520,에이블씨엔씨,-0.010011161,2017.0,11.0,8.0,"에이블씨엔씨-수요는 아직,우선 효율성에 집중"
22319,17670,SK텔레콤,-0.021071014,2014.0,3.0,10.0,"통신서비스-불확실성 해소되나, 여전히 민감한 국면"
22331,30200,KT,-0.020671014,2014.0,3.0,10.0,"통신서비스-불확실성 해소되나, 여전히 민감한 국면"
22333,32640,LG유플러스,0.0270289858,2014.0,3.0,10.0,"통신서비스-불확실성 해소되나, 여전히 민감한 국면"
41839,33780,KT&G,0.0338758557,2017.0,1.0,20.0,"KT&G-견고한 실적, 매력적인 밸류에이션"
41840,33780,KT&G,0.0338758557,2017.0,1.0,20.0,"KT&G-견고한 실적, 매력적인 밸류에이션"
40529,80160,모두투어,-0.036139539,2015.0,11.0,4.0,"모두투어-본사는 실적 개선 기대, 자회사는 적자 지속 예상"
40530,80160,모두투어,-0.036139539,2015.0,11.0,4.0,"모두투어-본사는 실적 개선 기대, 자회사는 적자 지속 예상"
27669,11170,롯데케미칼,0.0014829214,2016.0,1.0,20.0,석유화학-실적 양극화 => 한화케미칼 Top-pick !
27670,11790,SKC,-0.043317079,2016.0,1.0,20.0,석유화학-실적 양극화 => 한화케미칼 Top-pick !
31571,84010,대한제강,-0.071011685,2017.0,11.0,14.0,철강-철근업체 3Q review: 효율적인 자본활용이 중요해질 것
31572,84010,대한제강,-0.071011685,2017.0,11.0,14.0,철강-철근업체 3Q review: 효율적인 자본활용이 중요해질 것
33568,30,우리은행,-0.071871723,2018.0,11.0,1.0,"상업은행-더욱 중요해질 또 하나의 전선, 비은행"
33657,55550,신한지주,-0.084771723,2018.0,11.0,1.0,"상업은행-더욱 중요해질 또 하나의 전선, 비은행"
33693,138930,BNK금융지주,-0.064071723,2018.0,11.0,1.0,"상업은행-더욱 중요해질 또 하나의 전선, 비은행"
33846,28150,GS홈쇼핑,0.004969248,2018.0,10.0,18.0,"GS홈쇼핑-또 다른 투자포인트, 벤처펀드"
33847,28150,GS홈쇼핑,0.004969248,2018.0,10.0,18.0,"GS홈쇼핑-또 다른 투자포인트, 벤처펀드"
